state,brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost,percent_brand,hypothetical_savings
AR,Trintellix,98713,1420298.24,14.39,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
AR,Ambien,1050,20046.86,19.09,Zolpidem Tartrate,3758466,797923.7,0.21,0.027929,19824.0
CA,Humira Pen,470023,96741577.15,205.82,Adalimumab,0,0,N/A,100.0,N/A
CA,Lipitor,96117,643834.21,6.7,Atorvastatin Calcium,471460383,92805875.67,0.2,0.020383,624760.5
CA,Aricept,3882,69468.35,17.89,Donepezil Hcl,29961789,9171190.63,0.31,0.012955,68245.56
CA,Enbrel,976189,187055013.76,191.62,Etanercept,0,0,N/A,100.0,N/A
CA,Zoloft,11734,192837.54,16.43,Sertraline Hcl,47873927,9659530.12,0.2,0.024504,190442.82
CA,Trintellix,1621266,22736771.28,14.02,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
CA,Ambien,38059,731630.79,19.22,Zolpidem Tartrate,21977692,4861602.52,0.22,0.172872,723121.0
CO,Humira Pen,75801,15620486.0,206.07,Adalimumab,0,0,N/A,100.0,N/A
CO,Lipitor,2790,39951.96,14.32,Atorvastatin Calcium,55672294,10960437.79,0.2,0.005011,39394.8
CO,Aricept,360,6003.24,16.68,Donepezil Hcl,2716926,1034686.56,0.38,0.013249,5868.0
CO,Enbrel,135492,25791823.45,190.36,Etanercept,0,0,N/A,100.0,N/A
CO,Zoloft,390,8266.83,21.2,Sertraline Hcl,8447376,2128919.23,0.25,0.004617,8170.5
CO,Trintellix,131605,1918349.68,14.58,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
CO,Ambien,2890,54888.46,18.99,Zolpidem Tartrate,3786576,930256.41,0.25,0.076264,54158.6
CT,Humira Pen,34766,8459472.25,243.33,Adalimumab,0,0,N/A,100.0,N/A
CT,Lipitor,105767,1332883.78,12.6,Atorvastatin Calcium,50287371,11237858.58,0.22,0.209884,1309395.46
CT,Aricept,360,5940.84,16.5,Donepezil Hcl,3217329,1176484.62,0.37,0.011188,5806.8
CT,Enbrel,105452,21045172.1,199.57,Etanercept,0,0,N/A,100.0,N/A
CT,Zoloft,4880,65075.96,13.34,Sertraline Hcl,7854206,1874933.79,0.24,0.062094,63928.0
CT,Trintellix,311933,4328344.1,13.88,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
CT,Ambien,11355,232525.08,20.48,Zolpidem Tartrate,3232334,974938.44,0.3,0.350064,229143.9
DE,Humira Pen,15696,3526116.04,224.65,Adalimumab,0,0,N/A,100.0,N/A
DE,Lipitor,2610,32733.62,12.54,Atorvastatin Calcium,15217586,3467852.65,0.23,0.017148,32129.1
DE,Aricept,0,0,N/A,Donepezil Hcl,701314,237895.42,0.34,0.0,N/A
DE,Enbrel,29826,5923715.41,198.61,Etanercept,0,0,N/A,100.0,N/A
DE,Zoloft,0,0,N/A,Sertraline Hcl,2286835,684635.39,0.3,0.0,N/A
DE,Trintellix,49225,660040.11,13.41,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
DE,Ambien,1440,26074.67,18.11,Zolpidem Tartrate,939700,231185.76,0.25,0.153006,25718.4
FL,Humira Pen,205613,46593282.67,226.61,Adalimumab,0,0,N/A,100.0,N/A
FL,Lipitor,39339,524638.85,13.34,Atorvastatin Calcium,296816400,56330300.94,0.19,0.013252,517307.85
FL,Aricept,2786,46916.43,16.84,Donepezil Hcl,30035168,7892020.87,0.26,0.009275,46191.88
FL,Enbrel,563159,114929912.24,204.08,Etanercept,0,0,N/A,100.0,N/A
FL,Zoloft,7074,132610.97,18.75,Sertraline Hcl,50067712,8865483.67,0.18,0.014127,131364.18
FL,Trintellix,925389,12820733.33,13.85,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
FL,Ambien,17588,355622.84,20.22,Zolpidem Tartrate,22466907,5290017.05,0.24,0.078223,351408.24
GA,Humira Pen,119266,26873913.76,225.33,Adalimumab,0,0,N/A,100.0,N/A
GA,Lipitor,5145,72395.58,14.07,Atorvastatin Calcium,101279142,19350192.1,0.19,0.00508,71412.6
GA,Aricept,364,6369.74,17.5,Donepezil Hcl,9962783,3582999.57,0.36,0.003653,6238.96
GA,Enbrel,285984,57941635.53,202.6,Etanercept,0,0,N/A,100.0,N/A
GA,Zoloft,3118,63410.99,20.34,Sertraline Hcl,18747349,3785576.43,0.2,0.016629,62796.52
GA,Trintellix,390171,5465396.13,14.01,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
GA,Ambien,5703,111220.71,19.5,Zolpidem Tartrate,9239617,2102836.49,0.23,0.061685,109896.81
HI,Humira Pen,6138,1150638.79,187.46,Adalimumab,0,0,N/A,100.0,N/A
HI,Lipitor,9795,143684.47,14.67,Atorvastatin Calcium,18206990,2944044.83,0.16,0.053769,142125.45
HI,Aricept,0,0,N/A,Donepezil Hcl,1039174,301201.76,0.29,0.0,N/A
HI,Enbrel,23044,4078757.81,177.0,Etanercept,0,0,N/A,100.0,N/A
HI,Zoloft,330,3823.82,11.59,Sertraline Hcl,932441,166326.45,0.18,0.035378,3765.3
HI,Trintellix,56005,796096.27,14.21,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
HI,Ambien,886,11308.32,12.76,Zolpidem Tartrate,563519,128529.61,0.23,0.156979,11101.58
ID,Humira Pen,11558,2660027.97,230.15,Adalimumab,0,0,N/A,100.0,N/A
ID,Lipitor,660,8407.11,12.74,Atorvastatin Calcium,17963785,3689066.59,0.21,0.003674,8269.8
ID,Aricept,0,0,N/A,Donepezil Hcl,1016121,335873.45,0.33,0.0,N/A
ID,Enbrel,34632,7000458.46,202.14,Etanercept,0,0,N/A,100.0,N/A
ID,Zoloft,0,0,N/A,Sertraline Hcl,3578202,690944.95,0.19,0.0,N/A
ID,Trintellix,102427,1412790.96,13.79,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
ID,Ambien,2262,69204.31,30.59,Zolpidem Tartrate,1719652,330094.34,0.19,0.131365,68764.8
IL,Humira Pen,155315,35027336.11,225.52,Adalimumab,0,0,N/A,100.0,N/A
IL,Lipitor,24501,340226.48,13.89,Atorvastatin Calcium,153982815,34237963.8,0.22,0.015909,334928.67
IL,Aricept,374,5952.43,15.92,Donepezil Hcl,11354050,4104141.93,0.36,0.003294,5819.44
IL,Enbrel,282923,57439035.69,203.02,Etanercept,0,0,N/A,100.0,N/A
IL,Zoloft,4737,64212.78,13.56,Sertraline Hcl,23468982,5202549.49,0.22,0.02018,63191.58
IL,Trintellix,306733,4417500.51,14.4,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
IL,Ambien,7405,169049.11,22.83,Zolpidem Tartrate,7125635,1620136.06,0.23,0.103813,167353.0
IN,Humira Pen,62671,15019893.72,239.66,Adalimumab,0,0,N/A,100.0,N/A
IN,Lipitor,4409,60073.67,13.63,Atorvastatin Calcium,92987644,19765984.83,0.21,0.004741,59168.78
IN,Aricept,0,0,N/A,Donepezil Hcl,7397712,2768789.64,0.37,0.0,N/A
IN,Enbrel,175013,35090884.52,200.5,Etanercept,0,0,N/A,100.0,N/A
IN,Zoloft,1806,26468.5,14.66,Sertraline Hcl,17570400,3854291.86,0.22,0.010278,26078.64
IN,Trintellix,654800,9105473.53,13.91,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
IN,Ambien,3780,73001.99,19.31,Zolpidem Tartrate,5067911,1144434.29,0.23,0.074531,72122.4
IA,Humira Pen,31409,7293464.22,232.21,Adalimumab,0,0,N/A,100.0,N/A
IA,Lipitor,12394,164135.98,13.24,Atorvastatin Calcium,43794761,7972080.6,0.18,0.028292,161865.64
IA,Aricept,600,9407.8,15.68,Donepezil Hcl,3184137,1159810.02,0.36,0.01884,9192.0
IA,Enbrel,45507,9215791.18,202.51,Etanercept,0,0,N/A,100.0,N/A
IA,Zoloft,1592,34100.3,21.42,Sertraline Hcl,8708972,1722977.86,0.2,0.018277,33782.24
IA,Trintellix,200692,2864012.55,14.27,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
IA,Ambien,2075,47105.07,22.7,Zolpidem Tartrate,2524561,687797.07,0.27,0.082125,46542.25
KS,Humira Pen,21145,4685375.76,221.58,Adalimumab,0,0,N/A,100.0,N/A
KS,Lipitor,0,0,N/A,Atorvastatin Calcium,34096870,6286347.39,0.18,0.0,N/A
KS,Aricept,0,0,N/A,Donepezil Hcl,3044878,986615.41,0.32,0.0,N/A
KS,Enbrel,47090,9751268.4,207.08,Etanercept,0,0,N/A,100.0,N/A
KS,Zoloft,3673,67362.04,18.34,Sertraline Hcl,7019950,1323494.71,0.19,0.052295,66664.95
KS,Trintellix,157026,2198104.83,14.0,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
KS,Ambien,1357,32695.62,24.09,Zolpidem Tartrate,2535073,521189.21,0.21,0.0535,32405.16
KY,Humira Pen,84513,19325110.74,228.66,Adalimumab,0,0,N/A,100.0,N/A
KY,Lipitor,2940,38807.72,13.2,Atorvastatin Calcium,59696722,12220310.67,0.2,0.004925,38220.0
KY,Aricept,0,0,N/A,Donepezil Hcl,5678956,1889328.72,0.33,0.0,N/A
KY,Enbrel,166134,33969743.7,204.47,Etanercept,0,0,N/A,100.0,N/A
KY,Zoloft,1938,41972.16,21.66,Sertraline Hcl,13426098,2466607.99,0.18,0.014432,41628.24
KY,Trintellix,328441,4562702.27,13.89,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
KY,Ambien,4380,83737.22,19.12,Zolpidem Tartrate,3875929,750229.72,0.19,0.112878,82913.4
LA,Humira Pen,61444,15158670.19,246.71,Adalimumab,0,0,N/A,100.0,N/A
LA,Lipitor,1410,22278.21,15.8,Atorvastatin Calcium,56998246,10244988.11,0.18,0.002474,22024.2
LA,Aricept,358,3928.49,10.97,Donepezil Hcl,4975167,1458024.94,0.29,0.007195,3823.44
LA,Enbrel,103444,21250056.0,205.43,Etanercept,0,0,N/A,100.0,N/A
LA,Zoloft,2446,37349.27,15.27,Sertraline Hcl,9474651,1802483.7,0.19,0.02581,36885.68
LA,Trintellix,275690,3826682.57,13.88,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
LA,Ambien,2513,47378.99,18.85,Zolpidem Tartrate,4790118,948892.76,0.2,0.052435,46867.45
ME,Humira Pen,23806,5612544.44,235.76,Adalimumab,0,0,N/A,100.0,N/A
ME,Lipitor,480,7467.52,15.56,Atorvastatin Calcium,21979644,6180109.12,0.28,0.002184,7334.4
ME,Aricept,0,0,N/A,Donepezil Hcl,887490,357002.86,0.4,0.0,N/A
ME,Enbrel,42304,8354878.31,197.5,Etanercept,0,0,N/A,100.0,N/A
ME,Zoloft,750,9006.6,12.01,Sertraline Hcl,5920477,1467203.24,0.25,0.012666,8820.0
ME,Trintellix,62961,879214.03,13.96,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
ME,Ambien,2522,48587.67,19.27,Zolpidem Tartrate,1017462,259444.21,0.25,0.247259,47968.44
MD,Humira Pen,64673,14399892.55,222.66,Adalimumab,0,0,N/A,100.0,N/A
MD,Lipitor,3330,47699.55,14.32,Atorvastatin Calcium,59300739,13694461.63,0.23,0.005615,46919.7
MD,Aricept,0,0,N/A,Donepezil Hcl,3691206,1471186.96,0.4,0.0,N/A
MD,Enbrel,101727,19727503.69,193.93,Etanercept,0,0,N/A,100.0,N/A
MD,Zoloft,780,9528.99,12.22,Sertraline Hcl,9637218,2129058.51,0.22,0.008093,9360.0
MD,Trintellix,192695,2706984.55,14.05,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MD,Ambien,6836,142604.11,20.86,Zolpidem Tartrate,3415887,783951.93,0.23,0.199724,141026.68
MA,Humira Pen,151905,35343355.5,232.67,Adalimumab,0,0,N/A,100.0,N/A
MA,Lipitor,22339,315234.34,14.11,Atorvastatin Calcium,98920037,22005639.91,0.22,0.022578,310288.71
MA,Aricept,0,0,N/A,Donepezil Hcl,5825360,2147404.93,0.37,0.0,N/A
MA,Enbrel,322669,64541782.67,200.02,Etanercept,0,0,N/A,100.0,N/A
MA,Zoloft,8346,155688.06,18.65,Sertraline Hcl,19250959,3929556.87,0.2,0.043335,153983.7
MA,Trintellix,360828,4994270.86,13.84,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MA,Ambien,17090,359929.48,21.06,Zolpidem Tartrate,4926179,1036925.14,0.21,0.345723,356326.5
MI,Humira Pen,209712,47216349.7,225.15,Adalimumab,0,0,N/A,100.0,N/A
MI,Lipitor,182833,2351553.92,12.86,Atorvastatin Calcium,141996203,38939260.99,0.27,0.128594,2301867.47
MI,Aricept,0,0,N/A,Donepezil Hcl,9805654,3735617.36,0.38,0.0,N/A
MI,Enbrel,484872,94547066.4,194.99,Etanercept,0,0,N/A,100.0,N/A
MI,Zoloft,13210,171960.03,13.02,Sertraline Hcl,24755438,5607838.33,0.23,0.053334,168955.9
MI,Trintellix,795429,11002002.35,13.83,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MI,Ambien,5914,124225.78,21.01,Zolpidem Tartrate,6389457,1203059.96,0.19,0.092473,123129.48
MN,Humira Pen,65465,15042747.39,229.78,Adalimumab,0,0,N/A,100.0,N/A
MN,Lipitor,2884,33506.88,11.62,Atorvastatin Calcium,69260929,15721525.93,0.23,0.004164,32848.76
MN,Aricept,589,16499.21,28.01,Donepezil Hcl,4308193,1541499.75,0.36,0.01367,16285.85
MN,Enbrel,117533,23804401.91,202.53,Etanercept,0,0,N/A,100.0,N/A
MN,Zoloft,3932,83071.07,21.13,Sertraline Hcl,14600304,3155183.19,0.22,0.026924,82218.12
MN,Trintellix,194673,2811340.21,14.44,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MN,Ambien,4712,121316.32,25.75,Zolpidem Tartrate,3223889,877481.79,0.27,0.145946,120061.76
MS,Humira Pen,30404,6964833.61,229.08,Adalimumab,0,0,N/A,100.0,N/A
MS,Lipitor,1350,16816.18,12.46,Atorvastatin Calcium,30360756,5712942.84,0.19,0.004446,16564.5
MS,Aricept,0,0,N/A,Donepezil Hcl,3965676,1130631.05,0.29,0.0,N/A
MS,Enbrel,76615,15888022.43,207.37,Etanercept,0,0,N/A,100.0,N/A
MS,Zoloft,390,14129.96,36.23,Sertraline Hcl,6060595,1074112.47,0.18,0.006435,14059.5
MS,Trintellix,222280,3157907.21,14.21,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MS,Ambien,720,14112.36,19.6,Zolpidem Tartrate,2792699,468040.59,0.17,0.025775,13989.6
MO,Humira Pen,76884,17779884.32,231.26,Adalimumab,0,0,N/A,100.0,N/A
MO,Lipitor,19655,250667.36,12.75,Atorvastatin Calcium,81122924,15195870.12,0.19,0.024223,246866.8
MO,Aricept,360,6133.8,17.04,Donepezil Hcl,7077738,2381877.05,0.34,0.005086,6012.0
MO,Enbrel,134231,27821894.23,207.27,Etanercept,0,0,N/A,100.0,N/A
MO,Zoloft,2226,38905.44,17.48,Sertraline Hcl,16087143,3360926.12,0.21,0.013835,38443.02
MO,Trintellix,595739,8360020.57,14.03,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MO,Ambien,3261,61366.2,18.82,Zolpidem Tartrate,5996370,1375681.59,0.23,0.054353,60621.99
MT,Humira Pen,15461,3563639.07,230.49,Adalimumab,0,0,N/A,100.0,N/A
MT,Lipitor,0,0,N/A,Atorvastatin Calcium,10986020,2236909.14,0.2,0.0,N/A
MT,Aricept,0,0,N/A,Donepezil Hcl,688379,212933.1,0.31,0.0,N/A
MT,Enbrel,36299,7365363.19,202.91,Etanercept,0,0,N/A,100.0,N/A
MT,Zoloft,720,6294.84,8.74,Sertraline Hcl,2209568,398862.9,0.18,0.032575,6163.2
MT,Trintellix,38031,550109.77,14.46,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
MT,Ambien,360,6966.12,19.35,Zolpidem Tartrate,954754,188620.08,0.2,0.037692,6894.0
NE,Humira Pen,12138,2775193.8,228.64,Adalimumab,0,0,N/A,100.0,N/A
NE,Lipitor,8947,106032.81,11.85,Atorvastatin Calcium,22566119,4330896.41,0.19,0.039632,104322.02
NE,Aricept,0,0,N/A,Donepezil Hcl,1878329,686383.87,0.37,0.0,N/A
NE,Enbrel,32958,6535675.17,198.3,Etanercept,0,0,N/A,100.0,N/A
NE,Zoloft,968,16088.87,16.62,Sertraline Hcl,4470678,934599.44,0.21,0.021648,15884.88
NE,Trintellix,109646,1544801.34,14.09,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NE,Ambien,1470,28134.82,19.14,Zolpidem Tartrate,1583317,412237.07,0.26,0.092757,27753.6
NV,Humira Pen,13422,3071654.98,228.85,Adalimumab,0,0,N/A,100.0,N/A
NV,Lipitor,1230,18333.22,14.91,Atorvastatin Calcium,34729142,5889490.31,0.17,0.003542,18130.2
NV,Aricept,0,0,N/A,Donepezil Hcl,2317028,657242.9,0.28,0.0,N/A
NV,Enbrel,41329,8365071.89,202.4,Etanercept,0,0,N/A,100.0,N/A
NV,Zoloft,2345,34603.28,14.76,Sertraline Hcl,4005515,776402.51,0.19,0.05851,34166.65
NV,Trintellix,47440,655653.02,13.82,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NV,Ambien,689,12741.5,18.49,Zolpidem Tartrate,2202361,481249.06,0.22,0.031275,12588.03
NH,Humira Pen,27296,6271586.81,229.76,Adalimumab,0,0,N/A,100.0,N/A
NH,Lipitor,1282,17166.75,13.39,Atorvastatin Calcium,18297004,4397063.5,0.24,0.007006,16858.3
NH,Aricept,0,0,N/A,Donepezil Hcl,1000931,398663.83,0.4,0.0,N/A
NH,Enbrel,46208,9337183.63,202.07,Etanercept,0,0,N/A,100.0,N/A
NH,Zoloft,1319,20824.08,15.79,Sertraline Hcl,3807586,910307.48,0.24,0.034629,20510.45
NH,Trintellix,83903,1182650.69,14.1,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NH,Ambien,2432,46286.59,19.03,Zolpidem Tartrate,1137349,300033.54,0.26,0.213374,45648.64
NJ,Humira Pen,85365,18270565.17,214.03,Adalimumab,0,0,N/A,100.0,N/A
NJ,Lipitor,188792,2422811.35,12.83,Atorvastatin Calcium,107177940,21116468.09,0.2,0.175838,2384442.96
NJ,Aricept,1050,17264.73,16.44,Donepezil Hcl,8137398,2832858.55,0.35,0.012902,16894.5
NJ,Enbrel,273451,53274757.08,194.82,Etanercept,0,0,N/A,100.0,N/A
NJ,Zoloft,20372,324199.14,15.91,Sertraline Hcl,15071166,3077584.82,0.2,0.13499,320044.12
NJ,Trintellix,359066,4914587.01,13.69,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NJ,Ambien,27705,521013.38,18.81,Zolpidem Tartrate,7702640,1877440.75,0.24,0.358393,514481.85
NM,Humira Pen,31177,6968880.52,223.53,Adalimumab,0,0,N/A,100.0,N/A
NM,Lipitor,360,4089.0,11.36,Atorvastatin Calcium,18115324,4229873.94,0.23,0.001987,4006.8
NM,Aricept,0,0,N/A,Donepezil Hcl,1335365,513835.13,0.38,0.0,N/A
NM,Enbrel,71362,14342592.05,200.98,Etanercept,0,0,N/A,100.0,N/A
NM,Zoloft,1524,18587.83,12.2,Sertraline Hcl,3678143,906362.13,0.25,0.041417,18211.8
NM,Trintellix,45691,623513.1,13.65,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NM,Ambien,1800,47292.06,26.27,Zolpidem Tartrate,1133696,266243.16,0.23,0.158521,46872.0
NY,Humira Pen,276268,60096292.24,217.53,Adalimumab,0,0,N/A,100.0,N/A
NY,Lipitor,128327,1698247.0,13.23,Atorvastatin Calcium,256300055,50771692.71,0.2,0.050044,1672100.81
NY,Aricept,4004,73476.99,18.35,Donepezil Hcl,19128305,6582908.67,0.34,0.020928,72112.04
NY,Enbrel,652527,127579478.59,195.52,Etanercept,0,0,N/A,100.0,N/A
NY,Zoloft,26791,443228.86,16.54,Sertraline Hcl,37948795,8249569.34,0.22,0.070548,437229.12
NY,Trintellix,1305220,18059873.15,13.84,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NY,Ambien,112712,2175164.32,19.3,Zolpidem Tartrate,17459672,4178100.34,0.24,0.641416,2148290.72
NC,Humira Pen,134860,32370263.49,240.03,Adalimumab,0,0,N/A,100.0,N/A
NC,Lipitor,13336,182787.67,13.71,Atorvastatin Calcium,121752183,24394916.45,0.2,0.010952,180169.36
NC,Aricept,0,0,N/A,Donepezil Hcl,10772198,3569371.82,0.33,0.0,N/A
NC,Enbrel,311889,63851859.68,204.73,Etanercept,0,0,N/A,100.0,N/A
NC,Zoloft,6546,142433.78,21.76,Sertraline Hcl,25129369,5646856.31,0.22,0.026042,141000.84
NC,Trintellix,642960,9118887.62,14.18,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
NC,Ambien,12704,234050.75,18.42,Zolpidem Tartrate,10194296,2428701.03,0.24,0.124464,230958.72
ND,Humira Pen,12349,2866199.47,232.1,Adalimumab,0,0,N/A,100.0,N/A
ND,Lipitor,360,5776.68,16.05,Atorvastatin Calcium,8040586,1743409.81,0.22,0.004477,5698.8
ND,Aricept,0,0,N/A,Donepezil Hcl,706399,253999.5,0.36,0.0,N/A
ND,Enbrel,11968,2416457.61,201.91,Etanercept,0,0,N/A,100.0,N/A
ND,Zoloft,660,8119.98,12.3,Sertraline Hcl,2376827,462674.34,0.19,0.02776,7992.6
ND,Trintellix,29297,410749.6,14.02,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
ND,Ambien,1048,26540.75,25.33,Zolpidem Tartrate,486683,101248.92,0.21,0.214873,26325.76
OH,Humira Pen,134415,30880851.01,229.74,Adalimumab,0,0,N/A,100.0,N/A
OH,Lipitor,8411,117889.82,14.02,Atorvastatin Calcium,173743390,40651757.42,0.23,0.004841,115987.69
OH,Aricept,524,14598.58,27.86,Donepezil Hcl,13412229,5277783.71,0.39,0.003907,14394.28
OH,Enbrel,286692,57736219.86,201.39,Etanercept,0,0,N/A,100.0,N/A
OH,Zoloft,4327,73217.96,16.92,Sertraline Hcl,33151586,7046257.63,0.21,0.01305,72304.17
OH,Trintellix,834816,11619214.09,13.92,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
OH,Ambien,8968,175249.67,19.54,Zolpidem Tartrate,8038394,1754283.95,0.22,0.11144,173261.76
OK,Humira Pen,42309,9290733.82,219.59,Adalimumab,0,0,N/A,100.0,N/A
OK,Lipitor,1170,14164.37,12.11,Atorvastatin Calcium,37957795,8624421.85,0.23,0.003082,13899.6
OK,Aricept,0,0,N/A,Donepezil Hcl,3672686,1374573.67,0.37,0.0,N/A
OK,Enbrel,104866,21329128.31,203.39,Etanercept,0,0,N/A,100.0,N/A
OK,Zoloft,645,7828.26,12.14,Sertraline Hcl,7381943,1515666.73,0.21,0.008737,7694.85
OK,Trintellix,259333,3636412.56,14.02,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
OK,Ambien,2590,48534.47,18.74,Zolpidem Tartrate,3209524,682528.2,0.21,0.080632,47992.7
OR,Humira Pen,58076,12347264.26,212.61,Adalimumab,0,0,N/A,100.0,N/A
OR,Lipitor,2670,31630.7,11.85,Atorvastatin Calcium,52611672,11036153.77,0.21,0.005075,31078.8
OR,Aricept,0,0,N/A,Donepezil Hcl,3206797,1249074.44,0.39,0.0,N/A
OR,Enbrel,99162,19356827.5,195.2,Etanercept,0,0,N/A,100.0,N/A
OR,Zoloft,690,12499.5,18.12,Sertraline Hcl,8818922,2014245.48,0.23,0.007823,12344.1
OR,Trintellix,81645,1155321.31,14.15,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
OR,Ambien,2280,38291.23,16.79,Zolpidem Tartrate,2651157,534049.71,0.2,0.085926,37825.2
PA,Humira Pen,195731,46132003.55,235.69,Adalimumab,0,0,N/A,100.0,N/A
PA,Lipitor,104274,1370382.86,13.14,Atorvastatin Calcium,196347561,47740616.12,0.24,0.053079,1345134.6
PA,Aricept,780,12711.06,16.3,Donepezil Hcl,13488985,5622199.03,0.42,0.005782,12386.4
PA,Enbrel,363575,72116179.67,198.35,Etanercept,0,0,N/A,100.0,N/A
PA,Zoloft,17101,291839.79,17.07,Sertraline Hcl,38487988,8927169.85,0.23,0.044412,287980.84
PA,Trintellix,674348,9295983.38,13.79,Vortioxetine Hydrobromide,0,0,N/A,100.0,N/A
PA,Ambien,16646,313683.24,18.84,Zolpidem Tartrate,10402128,2250782.79,0.22,0.159769,309948.52
RI,Humira Pen,9815,2336658.85,238.07,Adalimumab,0,0,N/A,100.0,N/A
RI,Lipitor,14129,192312.39,13.61,Atorvastatin Calcium,17586432,3510221.32,0.2,0.080276,189469.89
RI,Aricept,0,0,N/A,Donepezil Hcl,1064076,383041.08,0.36,0.0,N/A
RI,Enbrel,30920,6220856.6,201.19,Etanercept,0,0,N/A,100.0,N/A
