state,state_fips,zip_code,brnd_name,gnrc_name,totl_day_sply,totl_drg_cost
TX,48,"73104","Humira(Cf) Pen",Adalimumab,336,81907.3
MA,25,"01655","Humira(Cf) Pen",Adalimumab,308,62569.55
TX,48,"79912","Humira Pen",Adalimumab,364,74144.85
TX,48,"79912","Humira(Cf) Pen",Adalimumab,392,141799.68
TX,48,"75284",Humira,Adalimumab,448,94139.6
TX,48,"75284","Humira Pen",Adalimumab,538,110886.19
TX,48,"75284","Humira(Cf) Pen",Adalimumab,616,175485.62
ID,16,"83704","Humira(Cf) Pen",Adalimumab,532,113648
OH,39,"44145","Humira(Cf) Pen",Adalimumab,336,131233.32
PA,42,"17201","Humira(Cf) Pen",Adalimumab,364,74732.19
MA,25,"02119","Humira Pen",Adalimumab,770,151645.69
IL,17,"61107","Humira(Cf) Pen",Adalimumab,476,98824.76
KY,21,"47731","Humira(Cf) Pen",Adalimumab,560,172744.68
WI,55,"53045",Humira,Adalimumab,324,129146.16
WV,54,"26101","Humira(Cf) Pen",Adalimumab,588,159301.08
CA,06,"92037","Humira Pen",Adalimumab,364,149457.75
OH,39,"43701","Humira(Cf) Pen",Adalimumab,476,94946.1
CA,06,"92352","Humira(Cf) Pen",Adalimumab,308,122589.23
NY,36,"10509","Humira(Cf) Pen",Adalimumab,336,65330.11
AL,01,"36305",Humira,Adalimumab,1936,492480.94
AL,01,"36305","Humira Pen",Adalimumab,3834,913131.73
AL,01,"36305",Humira(Cf),Adalimumab,1430,335943.91
AL,01,"36305","Humira(Cf) Pen",Adalimumab,6418,1528121.11
CT,09,"06401","Humira(Cf) Pen",Adalimumab,448,90811.42
NC,37,"28801","Humira Pen",Adalimumab,364,76292.58
NC,37,"28801","Humira(Cf) Pen",Adalimumab,1400,405267.08
GA,13,"30096","Humira(Cf) Pen",Adalimumab,756,151696.16
VA,51,"22902","Humira(Cf) Pen",Adalimumab,336,67229.04
FL,12,"33437",Humira,Adalimumab,364,72831.46
FL,12,"33437","Humira Pen",Adalimumab,1456,290802.87
IN,18,"46260","Humira(Cf) Pen",Adalimumab,392,80480.82
KY,21,"40295","Humira(Cf) Pen",Adalimumab,336,102745.26
AZ,04,"22906",Humira,Adalimumab,392,76552.84
AZ,04,"85032","Humira(Cf) Pen",Adalimumab,1798,608713.36
CA,06,"93130",Humira,Adalimumab,364,70764.94
CA,06,"93130","Humira(Cf) Pen",Adalimumab,672,139287.45
VA,51,"24018",Humira,Adalimumab,336,71672.16
NM,35,"87111",Humira(Cf),Adalimumab,420,122638.26
MO,29,"63110","Humira Pen",Adalimumab,777,158327.14
MO,29,"63110",Humira(Cf),Adalimumab,840,247037.99
MO,29,"63110","Humira(Cf) Pen",Adalimumab,672,140792.98
TX,48,"75284","Humira(Cf) Pen",Adalimumab,1148,381457.3
VA,51,"23225",Humira(Cf),Adalimumab,364,71013.67
CA,06,"92809",Humira,Adalimumab,392,83243.44
TX,48,"77450","Humira Pen",Adalimumab,336,65551.08
NY,36,"11235","Humira Pen",Adalimumab,336,65117.2
CA,06,"91343","Humira Pen",Adalimumab,1372,307669.48
CA,06,"91343","Humira(Cf) Pen",Adalimumab,1066,213083.17
FL,12,"33870","Humira Pen",Adalimumab,392,80480.82
FL,12,"34769","Humira Pen",Adalimumab,1008,211583.62
FL,12,"34769",Humira(Cf),Adalimumab,308,63826.92
FL,12,"34769","Humira(Cf) Pen",Adalimumab,3814,783389.2
OK,40,"74454",Humira,Adalimumab,336,140841.72
MN,27,"55432","Humira(Cf) Pen",Adalimumab,1372,351982.22
GA,13,"30033",Humira(Cf),Adalimumab,588,119816.24
GA,13,"30033","Humira(Cf) Pen",Adalimumab,1463,297083.48
FL,12,"34209",Humira,Adalimumab,336,67383.12
FL,12,"34209","Humira(Cf) Pen",Adalimumab,1502,340999.7
OH,39,"43017","Humira(Cf) Pen",Adalimumab,336,65621.52
IA,19,"50702","Humira(Cf) Pen",Adalimumab,756,157394.22
KS,20,"67502",Humira,Adalimumab,476,97726.71
KS,20,"67502","Humira Pen",Adalimumab,1428,290665.42
AL,01,"35209","Humira Pen",Adalimumab,336,70038.09
PA,42,"19401","Humira(Cf) Pen",Adalimumab,448,90945.28
CO,08,"80112",Humira(Cf),Adalimumab,336,137961
OR,41,"97339","Humira(Cf) Pen",Adalimumab,868,188109.91
FL,12,"33509","Humira(Cf) Pen",Adalimumab,454,94913.84
MI,26,"49503","Humira Pen",Adalimumab,1081,261451.39
MI,26,"49503","Humira(Cf) Pen",Adalimumab,1036,235484.95
PA,42,"17837",Humira(Cf),Adalimumab,394,74551.26
AZ,04,"85308",Humira,Adalimumab,588,183821.78
IN,18,"46219","Humira Pen",Adalimumab,420,82402.48
IN,18,"46219",Humira(Cf),Adalimumab,364,72824.96
IN,18,"46219","Humira(Cf) Pen",Adalimumab,336,140773.8
AR,05,"72401",Humira,Adalimumab,512,102607.64
AR,05,"72401","Humira Pen",Adalimumab,1120,233215.65
AR,05,"72401",Humira(Cf),Adalimumab,488,116203.41
AR,05,"72401","Humira(Cf) Pen",Adalimumab,1008,229248.47
IL,17,"60611","Humira(Cf) Pen",Adalimumab,1400,338717.68
FL,12,"34684","Humira Pen",Adalimumab,366,71961.37
FL,12,"34684","Humira(Cf) Pen",Adalimumab,416,164897.08
PA,42,"17901","Humira(Cf) Pen",Adalimumab,1344,279335.63
NC,37,"28260","Humira Pen",Adalimumab,644,192707.14
OH,39,"44281","Humira(Cf) Pen",Adalimumab,308,59193.78
FL,12,"33009","Humira Pen",Adalimumab,672,142591.9
TX,48,"78258","Humira(Cf) Pen",Adalimumab,1652,332387.29
MN,27,"55905",Humira,Adalimumab,616,211212.99
MN,27,"55905","Humira(Cf) Pen",Adalimumab,756,178538.58
IN,18,"47304","Humira Pen",Adalimumab,924,195761.21
IN,18,"47304","Humira(Cf) Pen",Adalimumab,792,232382.41
MO,29,"64055","Humira(Cf) Pen",Adalimumab,420,80368.36
NY,36,"11598","Humira(Cf) Pen",Adalimumab,420,153539.98
PR,72,"00901","Humira(Cf) Pen",Adalimumab,476,119899.23
NC,37,"28275","Humira Pen",Adalimumab,924,190824.98
FL,12,"33162","Humira Pen",Adalimumab,336,68983.56
VA,51,"22906","Humira Pen",Adalimumab,364,154594.96
CA,06,"92260",Humira,Adalimumab,784,273531.52
CA,06,"92260",Humira(Cf),Adalimumab,364,73870.26
CA,06,"92260","Humira(Cf) Pen",Adalimumab,616,129439.35
KS,20,"66109","Humira Pen",Adalimumab,336,70463.52
CA,06,"92602","Humira Pen",Adalimumab,364,74732.19
MT,30,"78730","Humira(Cf) Pen",Adalimumab,868,327147.48
NY,36,"10314",Humira,Adalimumab,364,71518.2
NY,36,"10314","Humira Pen",Adalimumab,1180,240626.23
NY,36,"10314","Humira(Cf) Pen",Adalimumab,2212,436747.81
GA,13,"31419",Humira(Cf),Adalimumab,420,92217.93
OH,39,"44130","Humira(Cf) Pen",Adalimumab,420,86794.98
AK,02,"97208",Humira(Cf),Adalimumab,336,68855.12
TN,47,"37660","Humira Pen",Adalimumab,700,146397.71
TN,47,"37660","Humira(Cf) Pen",Adalimumab,1830,372810.72
TX,48,"75417","Humira Pen",Adalimumab,308,64555.26
MD,24,"20735",Humira,Adalimumab,392,80791.88
MD,24,"20735","Humira Pen",Adalimumab,896,180747.1
MD,24,"20735","Humira(Cf) Pen",Adalimumab,1008,200724.61
TX,48,"76902","Humira(Cf) Pen",Adalimumab,1232,253355
WA,53,"98607","Humira Pen",Adalimumab,1519,227622.59
CT,09,"06438","Humira(Cf) Pen",Adalimumab,1778,456755.84
FL,12,"33542",Humira,Adalimumab,308,115896.11
FL,12,"33542",Humira(Cf),Adalimumab,784,321964.48
FL,12,"33542","Humira(Cf) Pen",Adalimumab,8794,3100188.34
MO,29,"63080","Humira Pen",Adalimumab,308,77495.91
TX,48,"77802","Humira(Cf) Pen",Adalimumab,672,216293.43
PA,42,"15213","Humira(Cf) Pen",Adalimumab,588,164141.82
IL,17,"60605",Humira,Adalimumab,616,123335.01
IL,17,"60605","Humira Pen",Adalimumab,508,105803.28
NC,37,"27205",Humira(Cf),Adalimumab,336,137961
MO,29,"63156","Humira Pen",Adalimumab,700,143586.33
FL,12,"34202","Humira(Cf) Pen",Adalimumab,364,145636.92
CA,06,"92607","Humira(Cf) Pen",Adalimumab,448,89471
TN,47,"37174","Humira(Cf) Pen",Adalimumab,560,137995.01
FL,12,"33196",Humira,Adalimumab,450,42689.06
SC,45,"32751","Humira Pen",Adalimumab,336,65022.48
NM,35,"87701","Humira Pen",Adalimumab,454,103112.28
MI,26,"48313","Humira Pen",Adalimumab,336,62415.84
AZ,04,"95661",Humira,Adalimumab,468,91627.24
CA,06,"92020","Humira Pen",Adalimumab,1176,241454.98
CA,06,"92020","Humira(Cf) Pen",Adalimumab,336,68229.36
MI,26,"48108","Humira Pen",Adalimumab,672,260832.88
MI,26,"48603",Humira,Adalimumab,2076,424969.59
MI,26,"48603",Humira(Cf),Adalimumab,366,74732.19
GA,13,"30523","Humira(Cf) Pen",Adalimumab,308,64555.26
OH,39,"44131","Humira Pen",Adalimumab,672,136988.77
TX,48,"75069","Humira(Cf) Pen",Adalimumab,756,157950.82
WI,55,"53215","Humira Pen",Adalimumab,336,70359.92
WI,55,"54220","Humira Pen",Adalimumab,420,81285.39
WI,55,"54220","Humira(Cf) Pen",Adalimumab,308,108338.36
CA,06,"92123","Humira Pen",Adalimumab,392,81514.47
CA,06,"92123","Humira(Cf) Pen",Adalimumab,644,129432.53
CA,06,"90048","Humira(Cf) Pen",Adalimumab,660,180178.26
PA,42,"19140",Humira(Cf),Adalimumab,210,82521.75
PA,42,"19140","Humira(Cf) Pen",Adalimumab,308,62375.55
PA,42,"15213","Humira(Cf) Pen",Adalimumab,336,63288.55
MI,26,"48334","Humira(Cf) Pen",Adalimumab,1400,331325.63
MI,26,"49684",Humira,Adalimumab,338,126432.12
MI,26,"49684","Humira Pen",Adalimumab,644,133767.27
MI,26,"49684","Humira(Cf) Pen",Adalimumab,1568,313323.89
CA,06,"91360","Humira(Cf) Pen",Adalimumab,1484,305863.67
ME,23,"04901","Humira Pen",Adalimumab,424,83688.94
ME,23,"04901","Humira(Cf) Pen",Adalimumab,728,140847.84
PA,42,"17822","Humira(Cf) Pen",Adalimumab,532,104162.78
CA,06,"92807","Humira Pen",Adalimumab,664,140873.9
CA,06,"95531",Humira,Adalimumab,308,63234.93
NY,36,"10021","Humira Pen",Adalimumab,588,120400.1
VA,51,"20186","Humira Pen",Adalimumab,728,198821.83
VA,51,"20186","Humira(Cf) Pen",Adalimumab,422,81367.81
GA,13,"30319","Humira(Cf) Pen",Adalimumab,1176,236743.47
MS,28,"39564","Humira Pen",Adalimumab,834,180547.81
MS,28,"39564",Humira(Cf),Adalimumab,308,62615.95
MS,28,"39564","Humira(Cf) Pen",Adalimumab,1680,400208.14
PA,42,"17015","Humira(Cf) Pen",Adalimumab,364,120303.73
FL,12,"34747","Humira(Cf) Pen",Adalimumab,380,76296.48
CA,06,"92807",Humira,Adalimumab,2397,337376.34
CA,06,"92807","Humira Pen",Adalimumab,1350,198693.14
TX,48,"78633","Humira Pen",Adalimumab,364,77527.72
TX,48,"76107","Humira(Cf) Pen",Adalimumab,728,145874.72
TN,47,"37660","Humira(Cf) Pen",Adalimumab,2156,499587.49
CA,06,"92880","Humira(Cf) Pen",Adalimumab,2912,583683.28
LA,22,"71201","Humira(Cf) Pen",Adalimumab,476,98258.34
LA,22,"71106","Humira Pen",Adalimumab,1127,230372.59
LA,22,"71106","Humira(Cf) Pen",Adalimumab,2772,580398.87
GA,13,"03104","Humira(Cf) Pen",Adalimumab,908,204938.02
MO,29,"64111","Humira(Cf) Pen",Adalimumab,364,72824.96
MN,27,"56001","Humira(Cf) Pen",Adalimumab,476,97274.91
CA,06,"94022","Humira(Cf) Pen",Adalimumab,336,114795.78
UT,49,"84110","Humira(Cf) Pen",Adalimumab,420,104626.52
MN,27,"55805","Humira Pen",Adalimumab,1176,238289.09
KS,20,"66606","Humira(Cf) Pen",Adalimumab,308,126464.25
ID,16,"83814","Humira(Cf) Pen",Adalimumab,308,120672.2
NY,36,"14221","Humira Pen",Adalimumab,1344,260067.01
NY,36,"14221","Humira(Cf) Pen",Adalimumab,1092,217934.76
TX,48,"78258","Humira(Cf) Pen",Adalimumab,364,70873.14
OH,39,"44143","Humira Pen",Adalimumab,308,64555.26
NJ,34,"08830","Humira Pen",Adalimumab,1884,376787.8
WA,53,"98101","Humira Pen",Adalimumab,1694,483670.07
WA,53,"98101","Humira(Cf) Pen",Adalimumab,1792,363253.41
AR,05,"71953","Humira Pen",Adalimumab,230,70423.92
PA,42,"19063","Humira Pen",Adalimumab,1764,432167.53
PA,42,"19063","Humira(Cf) Pen",Adalimumab,1484,364685.27
FL,12,"32405","Humira(Cf) Pen",Adalimumab,476,169178.32
GA,13,"30309","Humira(Cf) Pen",Adalimumab,392,83243.44
NY,36,"10461",Humira,Adalimumab,504,102960.66
MN,27,"55425","Humira(Cf) Pen",Adalimumab,364,70620.54
WA,53,"99352","Humira Pen",Adalimumab,308,65405.56
WA,53,"99352",Humira(Cf),Adalimumab,644,126432.94
TX,48,"76712","Humira(Cf) Pen",Adalimumab,364,76288.42
TX,48,"77070","Humira(Cf) Pen",Adalimumab,308,61272.85
NH,33,"03766","Humira Pen",Adalimumab,308,64488.93
NC,37,"94133",Humira,Adalimumab,392,78636.34
NC,37,"27710",Humira,Adalimumab,644,131704.7
IL,17,"62269","Humira Pen",Adalimumab,427,82220.1
MO,29,"65804","Humira(Cf) Pen",Adalimumab,588,121680.54
AZ,04,"89074",Humira,Adalimumab,364,70917.99
NH,33,"03756","Humira Pen",Adalimumab,868,188282.89
KY,21,"40743","Humira(Cf) Pen",Adalimumab,1322,271641.85
OH,39,"43202","Humira(Cf) Pen",Adalimumab,308,72556.32
NY,36,"10028",Humira(Cf),Adalimumab,392,74685.66
TN,47,"37615",Humira,Adalimumab,1058,264670.21
TN,47,"37615","Humira Pen",Adalimumab,476,109916.69
IL,17,"60016","Humira(Cf) Pen",Adalimumab,1720,352791.47
TN,47,"37203","Humira Pen",Adalimumab,374,69148.66
TN,47,"37203","Humira(Cf) Pen",Adalimumab,336,68842.08
FL,12,"32935","Humira(Cf) Pen",Adalimumab,364,72991.88
FL,12,"34109",Humira,Adalimumab,700,134200.7
FL,12,"34109","Humira Pen",Adalimumab,308,126464.25
FL,12,"32114",Humira,Adalimumab,980,200776.45
FL,12,"32114","Humira Pen",Adalimumab,896,183617.67
FL,12,"32114","Humira(Cf) Pen",Adalimumab,840,179111.11
TX,48,"75601",Humira,Adalimumab,364,72857.26
TX,48,"75601","Humira(Cf) Pen",Adalimumab,10028,2082322.4
AL,01,"36535","Humira(Cf) Pen",Adalimumab,560,114448.43
TN,47,"37874",Humira(Cf),Adalimumab,432,87730.5
FL,12,"33437","Humira Pen",Adalimumab,364,74718.75
FL,12,"33437","Humira(Cf) Pen",Adalimumab,868,269138.95
NH,33,"03102",Humira(Cf),Adalimumab,840,214474.94
NH,33,"03102","Humira(Cf) Pen",Adalimumab,1288,306905.91
MI,26,"48502","Humira Pen",Adalimumab,504,99764.14
MI,26,"48502","Humira(Cf) Pen",Adalimumab,840,165544.32
WV,54,"25304","Humira Pen",Adalimumab,336,67506.12
FL,12,"33458","Humira Pen",Adalimumab,644,130654.54
FL,12,"33458",Humira(Cf),Adalimumab,392,94621.37
FL,12,"33458","Humira(Cf) Pen",Adalimumab,1736,350849.82
IL,17,"60674","Humira Pen",Adalimumab,756,153224.24
IL,17,"60674","Humira(Cf) Pen",Adalimumab,1120,240903.47
FL,12,"33157","Humira Pen",Adalimumab,364,78947.31
FL,12,"33136","Humira Pen",Adalimumab,728,150002.45
FL,12,"33136","Humira(Cf) Pen",Adalimumab,336,74731.68
GA,13,"30809","Humira Pen",Adalimumab,420,86229.45
GA,13,"30809","Humira(Cf) Pen",Adalimumab,868,203155.84
FL,12,"33126","Humira(Cf) Pen",Adalimumab,336,68983.56
PA,42,"18017",Humira,Adalimumab,336,65622.72
PA,42,"18017","Humira Pen",Adalimumab,616,122032.18
PA,42,"18017","Humira(Cf) Pen",Adalimumab,336,67827.75
NC,37,"27607","Humira(Cf) Pen",Adalimumab,476,98194.83
MO,29,"65615",Humira(Cf),Adalimumab,870,223960.78
MO,29,"65615","Humira(Cf) Pen",Adalimumab,1036,357305.44
MD,24,"20603","Humira Pen",Adalimumab,402,85730.31
TX,48,"77213",Humira,Adalimumab,330,64803.97
CA,06,"94590",Humira,Adalimumab,282,86227.41
CA,06,"94590","Humira(Cf) Pen",Adalimumab,728,214850.1
MA,25,"02445","Humira Pen",Adalimumab,364,76296.48
CA,06,"95667","Humira(Cf) Pen",Adalimumab,336,70423.92
NY,36,"10021","Humira Pen",Adalimumab,840,257642.31
MI,26,"49048","Humira Pen",Adalimumab,771,157422.36
MI,26,"49048","Humira(Cf) Pen",Adalimumab,672,172769.91
AL,01,"32405","Humira Pen",Adalimumab,378,79882.64
AL,01,"32405","Humira(Cf) Pen",Adalimumab,924,303726.77
OH,39,"44102","Humira(Cf) Pen",Adalimumab,311,87291.69
FL,12,"32159","Humira(Cf) Pen",Adalimumab,420,82482.15
CA,06,"90027","Humira Pen",Adalimumab,364,53837.18
WI,55,"54702","Humira Pen",Adalimumab,592,139121.03
WI,55,"54702","Humira(Cf) Pen",Adalimumab,1064,208777.99
FL,12,"33908",Humira(Cf),Adalimumab,308,132212.38
MO,29,"63110","Humira(Cf) Pen",Adalimumab,2044,557618.14
OK,40,"73109","Humira(Cf) Pen",Adalimumab,378,176051.67
TX,48,"78229","Humira Pen",Adalimumab,364,70456.53
TX,48,"78229","Humira(Cf) Pen",Adalimumab,660,130636.6
CA,06,"92506","Humira Pen",Adalimumab,2464,497408.37
CA,06,"92506",Humira(Cf),Adalimumab,420,91093.05
CA,06,"92506","Humira(Cf) Pen",Adalimumab,4200,833642.89
TX,48,"78212","Humira Pen",Adalimumab,616,126469.86
AL,01,"54220","Humira(Cf) Pen",Adalimumab,336,103972.44
OK,40,"74136","Humira(Cf) Pen",Adalimumab,308,114040.35
MA,25,"02118","Humira(Cf) Pen",Adalimumab,308,63234.93
NY,36,"11557","Humira Pen",Adalimumab,336,65550.03
NY,36,"11557","Humira(Cf) Pen",Adalimumab,1176,356182.31
WA,53,"98664","Humira(Cf) Pen",Adalimumab,812,170235.71
AL,01,"35235","Humira(Cf) Pen",Adalimumab,308,64344.39
FL,12,"32955","Humira(Cf) Pen",Adalimumab,616,147843.03
TX,48,"75235","Humira Pen",Adalimumab,392,78613.64
WA,53,"99204","Humira(Cf) Pen",Adalimumab,364,152504.95
FL,12,"32224","Humira Pen",Adalimumab,672,178940.78
FL,12,"32224","Humira(Cf) Pen",Adalimumab,1036,207182.72
SC,45,"29202","Humira(Cf) Pen",Adalimumab,448,92058.6
TX,48,"77030",Humira,Adalimumab,318,60611.24
TX,48,"77030","Humira Pen",Adalimumab,394,74837.62
IN,18,"46250",Humira,Adalimumab,504,98791.77
IN,18,"46250","Humira Pen",Adalimumab,699,238548.99
IN,18,"46250",Humira(Cf),Adalimumab,616,151167.55
IN,18,"46250","Humira(Cf) Pen",Adalimumab,1134,433802.85
MA,25,"01566","Humira Pen",Adalimumab,756,147104.48
DE,10,"19713","Humira(Cf) Pen",Adalimumab,308,115140.39
MN,27,"55435",Humira,Adalimumab,756,159226.88
NY,36,"11042","Humira Pen",Adalimumab,336,137596.96
NY,36,"11042","Humira(Cf) Pen",Adalimumab,616,125440.94
CT,09,"06708","Humira Pen",Adalimumab,784,159132.03
OH,39,"43623","Humira Pen",Adalimumab,616,194178.4
WA,53,"98225","Humira Pen",Adalimumab,336,68983.68
WV,54,"25401","Humira Pen",Adalimumab,392,81769.74
OK,40,"74136","Humira Pen",Adalimumab,308,64555.26
OK,40,"74136","Humira(Cf) Pen",Adalimumab,812,157603.34
FL,12,"34474","Humira Pen",Adalimumab,2408,482939.42
FL,12,"34474",Humira(Cf),Adalimumab,672,129868.24
FL,12,"34474","Humira(Cf) Pen",Adalimumab,3640,748699.86
MA,25,"02356","Humira Pen",Adalimumab,644,134075.2
CA,06,"90051",Humira,Adalimumab,2874,574167.15
CA,06,"90051","Humira Pen",Adalimumab,924,185134.86
CA,06,"90051",Humira(Cf),Adalimumab,1596,311669.2
CA,06,"90051","Humira(Cf) Pen",Adalimumab,896,177691.96
MO,29,"64506","Humira(Cf) Pen",Adalimumab,448,187788.96
MI,26,"49684","Humira Pen",Adalimumab,728,144404.22
AL,01,"35233","Humira Pen",Adalimumab,336,73285.26
KS,20,"66215","Humira(Cf) Pen",Adalimumab,1064,210361.23
OR,41,"97477","Humira(Cf) Pen",Adalimumab,1036,204604.4
MD,24,"21202","Humira Pen",Adalimumab,1290,363287.19
MD,24,"21202","Humira(Cf) Pen",Adalimumab,784,243903.34
NJ,34,"08754",Humira,Adalimumab,308,63397.55
NY,36,"13421","Humira(Cf) Pen",Adalimumab,1322,286858.58
PA,42,"19422","Humira Pen",Adalimumab,448,93532.92
PA,42,"19010","Humira(Cf) Pen",Adalimumab,364,82832.76
CA,06,"94401","Humira(Cf) Pen",Adalimumab,364,74985.69
KY,21,"40475","Humira Pen",Adalimumab,3174,706009.45
KY,21,"40475",Humira(Cf),Adalimumab,392,79765.48
KY,21,"40475","Humira(Cf) Pen",Adalimumab,9492,1950235.63
NY,36,"12110","Humira Pen",Adalimumab,1540,295638.37
AZ,04,"85364","Humira Pen",Adalimumab,882,215944.2
KY,21,"41502","Humira Pen",Adalimumab,388,74557.47
IN,18,"46219","Humira(Cf) Pen",Adalimumab,756,159613.32
NJ,34,"08755",Humira,Adalimumab,448,93132.2
NJ,34,"08755","Humira Pen",Adalimumab,1708,330303.82
NC,37,"28561","Humira Pen",Adalimumab,700,138370.29
NC,37,"28561","Humira(Cf) Pen",Adalimumab,644,132885.45
OH,39,"45263","Humira Pen",Adalimumab,812,160916.49
OH,39,"45263","Humira(Cf) Pen",Adalimumab,728,140446.97
NC,37,"28078","Humira Pen",Adalimumab,616,124997.76
PA,42,"02284","Humira(Cf) Pen",Adalimumab,700,143615.4
NC,37,"28803",Humira,Adalimumab,364,75852.66
LA,22,"70072","Humira Pen",Adalimumab,420,87435.66
ID,16,"83704","Humira(Cf) Pen",Adalimumab,336,71351.52
WI,55,"53215","Humira(Cf) Pen",Adalimumab,748,167997.29
CA,06,"94022","Humira Pen",Adalimumab,672,139743.09
CA,06,"94022",Humira(Cf),Adalimumab,1092,276900.76
CA,06,"94022","Humira(Cf) Pen",Adalimumab,2464,486971.39
CA,06,"92103",Humira,Adalimumab,336,70468.92
NC,37,"28144","Humira Pen",Adalimumab,336,65616.72
GA,13,"32751","Humira(Cf) Pen",Adalimumab,420,107446.52
NV,32,"89191","Humira(Cf) Pen",Adalimumab,672,243713.26
MD,24,"21401","Humira Pen",Adalimumab,824,171735.38
MD,24,"21401","Humira(Cf) Pen",Adalimumab,3000,632552.59
TN,47,"37404",Humira,Adalimumab,428,85069.86
TN,47,"37404","Humira Pen",Adalimumab,1085,216232.16
TN,47,"37404","Humira(Cf) Pen",Adalimumab,756,141669.35
OH,39,"44035","Humira Pen",Adalimumab,308,61494
OH,39,"44035",Humira(Cf),Adalimumab,364,74378.36
OH,39,"44035","Humira(Cf) Pen",Adalimumab,364,75492.18
IL,17,"60640",Humira,Adalimumab,308,59547.07
WA,53,"98382","Humira Pen",Adalimumab,336,64859.52
WA,53,"98382",Humira(Cf),Adalimumab,392,83243.44
IN,18,"46825",Humira(Cf),Adalimumab,392,83243.44
IN,18,"46825","Humira(Cf) Pen",Adalimumab,2716,551745.12
TX,48,"77555","Humira(Cf) Pen",Adalimumab,1120,293101.67
FL,12,"33614","Humira Pen",Adalimumab,336,70017.84
