state,year,generic_name,is_generic,Sum(x.sum_total_day_supply),Sum(x.sum_total_drug_cost),avg_drug_cost
AL,2014,"Donepezil Hcl",1,5963055,3999030.5481681824,0.6706345234394421
AL,2015,"Donepezil Hcl",1,6355969,3235682.784297943,0.5090778108417369
AL,2016,"Donepezil Hcl",1,6665858,2872107.255065918,0.430868352591057
AL,2019,"Donepezil Hcl",1,6872521,2391141.0076580048,0.3479277848198652
AL,2017,"Donepezil Hcl",1,6657263,2313541.184041977,0.3475213738802233
AL,2018,"Donepezil Hcl",1,6770018,2289024.9720859528,0.3381120954310539
AL,2020,"Donepezil Hcl",1,6953709,2324431.11608696,0.334272129605504
AL,2020,Etanercept,0,159434,33297390.16796875,208.84748653341666
AL,2019,Etanercept,0,159113,30666635.77734375,192.73494797624173
AL,2018,Etanercept,0,153651,27810332.64453125,180.99675657516872
AL,2017,Etanercept,0,156818,26077371.70703125,166.2906790485228
AL,2016,Etanercept,0,158646,22703695.80078125,143.10916002156532
AL,2015,Etanercept,0,178300,21193178.6171875,118.86247121249299
AL,2014,Etanercept,0,181054,17768652.834960938,98.14007332045101
AL,2013,Etanercept,0,170574,14563197.850585938,85.37759477168817
AL,2020,"Sertraline Hcl",0,2112,40411.83935546875,19.134393634218156
AL,2019,"Sertraline Hcl",0,1093,16284.0498046875,14.898490214718665
AL,2018,"Sertraline Hcl",0,1752,20456.510009765625,11.676090188222389
AL,2017,"Sertraline Hcl",0,1451,13560.1201171875,9.345361900198139
AL,2016,"Sertraline Hcl",0,3582,32632.449951171875,9.110120031036258
AL,2015,"Sertraline Hcl",0,3461,28567.050048828125,8.253987301019395
AL,2014,"Sertraline Hcl",0,3882,27571.400268554688,7.102369981595746
AL,2013,"Sertraline Hcl",0,4590,31374.209838867188,6.8353398341758576
AL,2013,"Sertraline Hcl",1,7719289,2024256.2978858948,0.26223351631036157
AL,2014,"Sertraline Hcl",1,8055520,1766162.7291107178,0.21924875478066191
AL,2020,"Sertraline Hcl",1,10738665,2016311.0082931519,0.18776179425404851
AL,2015,"Sertraline Hcl",1,8570896,1552873.8078098297,0.18117986822029222
AL,2019,"Sertraline Hcl",1,10231026,1781148.1285524368,0.17409281616061154
AL,2016,"Sertraline Hcl",1,9035182,1567925.9487304688,0.17353562426639205
AL,2017,"Sertraline Hcl",1,9395934,1550824.751235962,0.16505275060850383
AL,2018,"Sertraline Hcl",1,9811833,1597536.8415851593,0.16281736976008043
AL,2020,"Vortioxetine Hydrobromide",0,308213,4292400.696533203,13.92673474685754
AL,2019,"Vortioxetine Hydrobromide",0,289618,3819568.3071289062,13.188297368012023
AL,2018,"Vortioxetine Hydrobromide",0,236478,3071218.21875,12.987331670387944
AL,2017,"Vortioxetine Hydrobromide",0,177807,2095028.0776367188,11.782596172460694
AL,2016,"Vortioxetine Hydrobromide",0,84695,891135.6661376953,10.521703360737886
AL,2015,"Vortioxetine Hydrobromide",0,80839,732717.0888671875,9.063905897737323
AL,2014,"Vortioxetine Hydrobromide",0,21034,174306.39111328125,8.286887473294724
AL,2018,"Zolpidem Tartrate",0,4280,76216.86083984375,17.807677766318633
AL,2020,"Zolpidem Tartrate",0,2840,49864.029296875,17.557756794674297
AL,2019,"Zolpidem Tartrate",0,3090,52092.669921875,16.85846923038026
AL,2017,"Zolpidem Tartrate",0,3560,59730.85009765625,16.778328679116925
AL,2016,"Zolpidem Tartrate",0,6323,95620.150390625,15.122592185770204
AL,2015,"Zolpidem Tartrate",0,8914,117105.59985351562,13.13726720367014
AL,2014,"Zolpidem Tartrate",0,9752,102936.26049804688,10.5553999690368
AL,2013,"Zolpidem Tartrate",0,12154,103210.25964355469,8.491875896293786
AL,2016,"Zolpidem Tartrate",1,5365193,1557419.1595830917,0.29028203823852966
AL,2015,"Zolpidem Tartrate",1,5814479,1676211.9589719772,0.2882823996736384
AL,2014,"Zolpidem Tartrate",1,6827925,1757432.0813598633,0.25738889653296765
AL,2017,"Zolpidem Tartrate",1,5209170,1255461.6896162033,0.24100992857138534
AL,2013,"Zolpidem Tartrate",1,8756353,2078502.6870536804,0.23737081945573466
AL,2018,"Zolpidem Tartrate",1,4974365,1135745.0410881042,0.22831960282128558
AL,2019,"Zolpidem Tartrate",1,4636449,1054566.25034523,0.22745127798132367
AL,2020,"Zolpidem Tartrate",1,5381505,1049096.5589408875,0.1949448265756303
AP,2015,"Atorvastatin Calcium",1,3094,1576.760009765625,0.5096186198337508
AP,2013,"Atorvastatin Calcium",1,780,361.0299987792969,0.46285897279397037
AP,2014,"Atorvastatin Calcium",1,450,136.5500030517578,0.30344445122612845
AP,2016,"Atorvastatin Calcium",1,13722,3919.2000122070312,0.2856143428222585
AP,2017,"Atorvastatin Calcium",1,24550,6655.739929199219,0.27110956941748343
AP,2018,"Atorvastatin Calcium",1,24802,6502.089813232422,0.2621598989288131
AP,2019,"Atorvastatin Calcium",1,53830,13784.809875488281,0.25608043610418507
AP,2020,"Atorvastatin Calcium",1,86184,15770.699924468994,0.18298872092811885
AP,2018,"Donepezil Hcl",1,1984,2065.840087890625,1.0412500442997101
AP,2017,"Donepezil Hcl",1,1692,1580.969970703125,0.9343794153091756
AP,2019,"Donepezil Hcl",1,4432,2646.4600372314453,0.5971254596641348
AP,2016,"Donepezil Hcl",1,2626,1288.3699951171875,0.4906207140583349
AP,2020,"Donepezil Hcl",1,5632,1901.0399780273438,0.3375426097349687
AP,2019,"Sertraline Hcl",1,13181,2167.7099990844727,0.16445717313439592
AP,2018,"Sertraline Hcl",1,10330,1623.4999389648438,0.15716359525313106
AP,2016,"Sertraline Hcl",1,6950,1080.9000244140625,0.15552518336892984
AP,2020,"Sertraline Hcl",1,18175,2565.189987182617,0.14113837618611375
AP,2017,"Sertraline Hcl",1,9192,1160.2600173950195,0.1262249801343581
AP,2015,"Sertraline Hcl",1,1470,168.8000030517578,0.11482993404881484
AP,2016,"Zolpidem Tartrate",1,4890,983.1699829101562,0.20105725621884585
AP,2018,"Zolpidem Tartrate",1,6148,1139.6599884033203,0.1853708504234418
AP,2017,"Zolpidem Tartrate",1,7415,1268.8399963378906,0.17111800355197446
AP,2019,"Zolpidem Tartrate",1,7212,1109.510009765625,0.1538422087861377
AP,2020,"Zolpidem Tartrate",1,11954,1726.9099884033203,0.14446294030477835
AP,2015,"Zolpidem Tartrate",1,960,91.91999816894531,0.09574999809265136
AR,2020,Adalimumab,0,94046,21695247.734375,230.68761812703357
AR,2019,Adalimumab,0,91342,19149057.22265625,209.6413174953061
AR,2018,Adalimumab,0,94924,18775904.69140625,197.79934148799302
AR,2017,Adalimumab,0,100129,18163458.98828125,181.40058313057406
AR,2016,Adalimumab,0,96586,15219561.20703125,157.57523043744695
AR,2015,Adalimumab,0,85128,10641033.59765625,125.0003946722142
AR,2014,Adalimumab,0,83950,8701497.677734375,103.65095506532907
AR,2013,Adalimumab,0,71337,6363763.78125,89.207056383784
AR,2020,"Atorvastatin Calcium",0,1770,24622.85009765625,13.91121474443856
AR,2019,"Atorvastatin Calcium",0,1410,18011.9599609375,12.774439688608156
AR,2018,"Atorvastatin Calcium",0,2563,27010.52001953125,10.538634420417967
AR,2017,"Atorvastatin Calcium",0,3161,32690.090087890625,10.341692530177356
AR,2016,"Atorvastatin Calcium",0,5106,49314.610107421875,9.65816884203327
AR,2015,"Atorvastatin Calcium",0,3270,23865.260009765625,7.298244651304472
AR,2014,"Atorvastatin Calcium",0,3630,23458.850219726562,6.462493173478392
AR,2013,"Atorvastatin Calcium",0,10682,61572.18981933594,5.76410689190563
AR,2013,"Atorvastatin Calcium",1,9712078,6972181.537239075,0.7178877205515725
AR,2014,"Atorvastatin Calcium",1,12262565,4901611.76865387,0.39972157282378273
AR,2015,"Atorvastatin Calcium",1,15201878,4451670.688154753,0.29283689082064424
AR,2016,"Atorvastatin Calcium",1,18636387,4786648.026230007,0.2568442062418004
AR,2018,"Atorvastatin Calcium",1,26221315,6521539.073444366,0.24871136605636926
AR,2017,"Atorvastatin Calcium",1,22261666,5419670.686096191,0.24345305899819858
AR,2019,"Atorvastatin Calcium",1,30271111,7066860.840393066,0.23345231169061045
AR,2020,"Atorvastatin Calcium",1,34142445,6353539.873905182,0.186089188220269
AR,2016,"Donepezil Hcl",0,1050,17359.65966796875,16.533009207589284
AR,2017,"Donepezil Hcl",0,960,15422.4794921875,16.065082804361978
AR,2015,"Donepezil Hcl",0,1710,25859.19970703125,15.122339009959795
AR,2018,"Donepezil Hcl",0,780,10532.3896484375,13.503063651842949
AR,2014,"Donepezil Hcl",0,4942,60499.009521484375,12.241806863918328
AR,2013,"Donepezil Hcl",0,31311,330925.92028808594,10.56899876363214
AR,2013,"Donepezil Hcl",1,3153100,3177312.211250305,1.0076788592972963
AR,2014,"Donepezil Hcl",1,3262824,1986691.203737259,0.6088870266178191
AR,2015,"Donepezil Hcl",1,3373977,1450593.3485774994,0.4299357549199356
AR,2016,"Donepezil Hcl",1,3512195,1315256.9896793365,0.3744829058976898
AR,2018,"Donepezil Hcl",1,3411230,1175320.3288974762,0.34454443965885506
AR,2017,"Donepezil Hcl",1,3452230,1157258.1526908875,0.33522046697088187
AR,2019,"Donepezil Hcl",1,3430423,1056242.1021327972,0.30790433195346384
AR,2020,"Donepezil Hcl",1,3363193,969349.0414428711,0.28822284104506374
AR,2020,Etanercept,0,68200,14057205.4453125,206.11738189607772
AR,2019,Etanercept,0,63318,12164000.53125,192.10967704681133
AR,2018,Etanercept,0,66405,11832937.08203125,178.19346558288157
AR,2017,Etanercept,0,68263,11071111.109375,162.18319015242517
AR,2016,Etanercept,0,76219,10724175.32421875,140.70212577203517
AR,2015,Etanercept,0,78911,9245370.5390625,117.16199945587434
AR,2014,Etanercept,0,97416,9672946.9140625,99.29525862345508
AR,2013,Etanercept,0,88773,7630785.169921875,85.95840142748217
AR,2020,"Sertraline Hcl",0,1582,25506.4296875,16.12290119310999
AR,2019,"Sertraline Hcl",0,1856,26727.29052734375,14.400479809991245
AR,2018,"Sertraline Hcl",0,3200,43833.680419921875,13.698025131225586
AR,2017,"Sertraline Hcl",0,1710,20646.069580078125,12.073724900630483
AR,2016,"Sertraline Hcl",0,1236,13358.85986328125,10.808139047962177
AR,2014,"Sertraline Hcl",0,1383,11628.610107421875,8.408250258439534
AR,2013,"Sertraline Hcl",0,1470,10838.080078125,7.372843590561224
AR,2015,"Sertraline Hcl",0,390,2629.8701171875,6.74325671073718
AR,2013,"Sertraline Hcl",1,4556852,1308696.5803260803,0.287193128134528
AR,2014,"Sertraline Hcl",1,4889471,1161728.0404014587,0.23759789973219164
AR,2020,"Sertraline Hcl",1,7275345,1360535.8304624557,0.18700636608469506
AR,2019,"Sertraline Hcl",1,6945486,1220536.6896133423,0.17573092647704455
AR,2018,"Sertraline Hcl",1,6486019,1121469.4894809723,0.17290567441769325
AR,2015,"Sertraline Hcl",1,5239954,900975.5305690765,0.17194340457360438
AR,2017,"Sertraline Hcl",1,6070291,969887.5004138947,0.15977611294316774
AR,2016,"Sertraline Hcl",1,5706117,870689.3809375763,0.15258877112712135
AR,2020,"Vortioxetine Hydrobromide",0,98713,1420298.2397460938,14.388157990802567
AR,2019,"Vortioxetine Hydrobromide",0,93339,1256653.9893798828,13.463332469598804
AR,2018,"Vortioxetine Hydrobromide",0,78361,1033406.9653320312,13.187771535994068
AR,2017,"Vortioxetine Hydrobromide",0,54451,656999.0961914062,12.065877508060574
AR,2016,"Vortioxetine Hydrobromide",0,16510,181205.76953125,10.975516022486373
AR,2015,"Vortioxetine Hydrobromide",0,24995,233116.94006347656,9.326542911121287
AR,2014,"Vortioxetine Hydrobromide",0,6258,51655.099670410156,8.254250506617154
AR,2020,"Zolpidem Tartrate",0,1410,26895.50048828125,19.07482304133422
AR,2019,"Zolpidem Tartrate",0,1410,24892.81982421875,17.654482144835992
AR,2018,"Zolpidem Tartrate",0,750,13081.919921875,17.442559895833334
AR,2017,"Zolpidem Tartrate",0,720,11978.75,16.63715277777778
AR,2016,"Zolpidem Tartrate",0,1808,28302.9599609375,15.654292013792865
AR,2015,"Zolpidem Tartrate",0,3150,42143.98046875,13.379041418650793
AR,2014,"Zolpidem Tartrate",0,4235,53665.179931640625,12.671825249501918
AR,2013,"Zolpidem Tartrate",0,9020,80171.51025390625,8.888194041453021
AR,2016,"Zolpidem Tartrate",1,3475275,1039602.429110527,0.2991424935035435
AR,2015,"Zolpidem Tartrate",1,3767708,1053490.0802726746,0.27961033080925446
AR,2014,"Zolpidem Tartrate",1,4203570,1075030.6817188263,0.25574230516414054
AR,2019,"Zolpidem Tartrate",1,3614894,916185.6998100281,0.25344745926437345
AR,2017,"Zolpidem Tartrate",1,3682428,884410.4892234802,0.24017047698515226
AR,2018,"Zolpidem Tartrate",1,3764085,900993.8981208801,0.23936598087473587
AR,2013,"Zolpidem Tartrate",1,4808082,1122378.8206806183,0.2334358733234205
AR,2020,"Zolpidem Tartrate",1,3792849,804531.2599134445,0.21211792505144406
AS,2013,"Sertraline Hcl",1,735,268.8599853515625,0.3657958984375
AS,2013,"Zolpidem Tartrate",1,894,188.52000427246094,0.21087248800051558
AZ,2020,Adalimumab,0,222803,52671879.2109375,236.4056103864737
AZ,2019,Adalimumab,0,212162,46466675.75390625,219.01507222738402
AZ,2018,Adalimumab,0,229445,46705885.107421875,203.5602654554332
AZ,2017,Adalimumab,0,210707,38678956.859375,183.56749827663532
AZ,2016,Adalimumab,0,190355,30881973.4375,162.2335816632082
AZ,2015,Adalimumab,0,172317,22781393.0078125,132.2063000621674
AZ,2014,Adalimumab,0,169857,18123039.435546875,106.69586437736965
AZ,2013,Adalimumab,0,148712,13990923.30859375,94.08066133596314
AZ,2020,"Atorvastatin Calcium",0,3720,51951.48046875,13.965451738911291
AZ,2019,"Atorvastatin Calcium",0,8687,114452.208984375,13.175113270907678
AZ,2018,"Atorvastatin Calcium",0,8370,103031.99096679688,12.3096763401191
AZ,2017,"Atorvastatin Calcium",0,9954,105242.61962890625,10.572897290426587
AZ,2016,"Atorvastatin Calcium",0,16783,147781.63012695312,8.80543586527755
AZ,2015,"Atorvastatin Calcium",0,15139,119288.36987304688,7.879540912414749
AZ,2014,"Atorvastatin Calcium",0,19830,137809.11059570312,6.949526505078322
AZ,2013,"Atorvastatin Calcium",0,78868,440720.71884155273,5.588080322076796
AZ,2013,"Atorvastatin Calcium",1,19989387,12475090.76347351,0.6240857092552918
AZ,2014,"Atorvastatin Calcium",1,27363115,11151058.481040955,0.40752152965921296
AZ,2015,"Atorvastatin Calcium",1,35044755,12217930.813112259,0.34863792921686165
AZ,2016,"Atorvastatin Calcium",1,43080497,13997519.523181915,0.32491546054312964
AZ,2018,"Atorvastatin Calcium",1,58969964,16623634.565890808,0.28190002907057576
AZ,2017,"Atorvastatin Calcium",1,50932621,13976366.643761978,0.2744089420366169
AZ,2019,"Atorvastatin Calcium",1,66885655,16582054.512077102,0.2479164555101853
AZ,2020,"Atorvastatin Calcium",1,76015131,15165892.353029251,0.19951149400807125
AZ,2019,"Donepezil Hcl",0,330,5323.009765625,16.13033262310606
AZ,2015,"Donepezil Hcl",0,1093,16920.419921875,15.480713560727356
AZ,2014,"Donepezil Hcl",0,1457,17292.689697265625,11.868695742804135
AZ,2013,"Donepezil Hcl",0,71568,733413.1231689453,10.24778005769262
AZ,2013,"Donepezil Hcl",1,4508196,3013509.3511123657,0.6684512721080373
AZ,2014,"Donepezil Hcl",1,4875596,3214061.6321525574,0.6592141006253507
AZ,2015,"Donepezil Hcl",1,5143896,2934449.1027851105,0.570472090179333
AZ,2016,"Donepezil Hcl",1,5246648,2670658.5209026337,0.5090218594620096
AZ,2017,"Donepezil Hcl",1,5478836,2115611.228822708,0.38614246325728824
AZ,2018,"Donepezil Hcl",1,5656981,1987713.9693317413,0.35137363362750224
