zipcode,brnd_name,brnd_total_days,brnd_total_cost,brnd_avg_cost,gen_name,gen_total_day,gen_total_cost,gen_avg_cost,percent_brand,lat,lon
48910,Trintellix,3986.0,63528.51,15.94,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.704435,-84.54915
91709,Trintellix,720.0,9461.27,13.14,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.975267,-117.72305
96819,Trintellix,870.0,12027.92,13.83,Vortioxetine Hydrobromide,0,0,N/A,1.0,21.3452,-157.88165
40743,Trintellix,4692.0,64223.11,13.69,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.134455,-84.045746
83814,Trintellix,1080.0,13982.82,12.95,Vortioxetine Hydrobromide,0,0,N/A,1.0,47.66655,-116.7757
02215,Trintellix,1358.0,18894.49,13.91,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.346997,-71.10215
46952,Trintellix,16655.0,230504.18,13.84,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.58119,-85.66324
28144,Trintellix,3630.0,50369.0,13.88,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.679639,-80.46645
08619,Trintellix,5034.0,75001.72,14.9,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.240558,-74.69588
22906,Trintellix,1791.0,25138.49,14.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.040101,-78.485066
32763,Trintellix,2355.0,32228.71,13.69,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.945857,-81.30512
66606,Trintellix,4065.0,57517.65,14.15,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.058177,-95.71088
80026,Trintellix,330.0,4589.31,13.91,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.002156,-105.10036
74701,Trintellix,6018.0,81748.03,13.58,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.009209,-96.38612
84145,Trintellix,4079.0,55887.24,13.7,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.668068,-111.908297
97401,Trintellix,4523.0,63633.2,14.07,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.06092,-123.08275
14127,Trintellix,2075.0,28075.39,13.53,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.759917,-78.75294
79912,Trintellix,1793.0,25097.7,14.0,Vortioxetine Hydrobromide,0,0,N/A,1.0,31.848055,-106.54487
75284,Trintellix,26214.0,361180.2,13.78,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.767268,-96.777626
83704,Trintellix,4674.0,64236.84,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.63123,-116.28716
44145,Trintellix,3967.0,54848.41,13.83,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.454439,-81.92865
17201,Trintellix,14178.0,195295.91,13.77,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.931123,-77.66139
02119,Trintellix,1088.0,15279.32,14.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.324511,-71.08455
61107,Trintellix,4510.0,63292.03,14.03,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.280019,-89.03347
47731,Trintellix,2239.0,31547.94,14.09,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.997128,-87.574963
53045,Trintellix,750.0,13865.86,18.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.055315,-88.1503
26101,Trintellix,390.0,5403.88,13.86,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.265408,-81.53706
92037,Trintellix,3274.0,43987.04,13.44,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.838761,-117.26159
43701,Trintellix,18588.0,254115.37,13.67,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.949377,-82.00492
10509,Trintellix,330.0,4368.65,13.24,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.41362,-73.59556
36305,Trintellix,1772.0,24497.69,13.82,Vortioxetine Hydrobromide,0,0,N/A,1.0,31.214832,-85.47402
28801,Trintellix,14921.0,209058.99,14.01,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.595661,-82.55632
30096,Trintellix,2117.0,29469.78,13.92,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.979401,-84.15118
22902,Trintellix,630.0,8498.98,13.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.00847,-78.47803
33437,Trintellix,990.0,13142.95,13.28,Vortioxetine Hydrobromide,0,0,N/A,1.0,26.522249,-80.15031
46260,Trintellix,6952.0,94904.42,13.65,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.898107,-86.18232
40295,Trintellix,6766.0,90488.5,13.37,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.188962,-85.676819
85032,Trintellix,1076.0,14788.79,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.62414,-112.00416
93130,Trintellix,360.0,5065.68,14.07,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.262834,-119.848555
24018,Trintellix,1773.0,25235.64,14.23,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.229786,-80.02477
63110,Trintellix,1860.0,24965.33,13.42,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.622601,-90.26182
23225,Trintellix,7377.0,99248.66,13.45,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.51918,-77.49851
77450,Trintellix,4800.0,64430.91,13.42,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.758799,-95.74751
11235,Trintellix,54535.0,747103.79,13.7,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.583803,-73.95019
33870,Trintellix,5850.0,81278.46,13.89,Vortioxetine Hydrobromide,0,0,N/A,1.0,27.483817,-81.42131
34769,Trintellix,690.0,9813.08,14.22,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.24934,-81.28749
55432,Trintellix,360.0,4879.72,13.55,Vortioxetine Hydrobromide,0,0,N/A,1.0,45.095674,-93.25336
34209,Trintellix,4485.0,60496.8,13.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,27.488866,-82.62737
43017,Trintellix,8437.0,116780.52,13.84,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.109478,-83.12713
50702,Trintellix,5657.0,88909.45,15.72,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.475886,-92.33578
67502,Trintellix,2807.0,39251.15,13.98,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.094945,-97.929
35209,Trintellix,2770.0,37935.09,13.69,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.468306,-86.80814
19401,Trintellix,3464.0,46323.25,13.37,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.123708,-75.33843
80112,Trintellix,4050.0,57444.19,14.18,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.579454,-104.88288
33509,Trintellix,1343.0,17456.16,13.0,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.119579,-82.451959
49503,Trintellix,9175.0,127425.09,13.89,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.964176,-85.65885
17837,Trintellix,960.0,12858.63,13.39,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.965348,-76.9139
85308,Trintellix,870.0,12020.75,13.82,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.657722,-112.17825
46219,Trintellix,17476.0,236031.62,13.51,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.78001,-86.04889
72401,Trintellix,4926.0,68612.18,13.93,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.844795,-90.68443
60611,Trintellix,10082.0,146102.81,14.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.904667,-87.62504
34684,Trintellix,1620.0,20759.15,12.81,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.081325,-82.72751
17901,Trintellix,1530.0,23558.83,15.4,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.68514,-76.2139
28260,Trintellix,30652.0,431054.6,14.06,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.26002,-80.804151
44281,Trintellix,364.0,5229.26,14.37,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.037664,-81.73368
33009,Trintellix,330.0,4615.04,13.98,Vortioxetine Hydrobromide,0,0,N/A,1.0,25.987068999999998,-80.15004
55905,Trintellix,3219.0,45553.09,14.15,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.022513,-92.466826
47304,Trintellix,12451.0,169507.99,13.61,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.215398,-85.43636
64055,Trintellix,378.0,5515.29,14.59,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.053255,-94.4061
11598,Trintellix,1378.0,18122.11,13.15,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.633103,-73.71404
28275,Trintellix,19951.0,271700.82,13.62,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.26002,-80.804151
92260,Trintellix,3719.0,49203.66,13.23,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.715672,-116.38496
10314,Trintellix,4351.0,59386.13,13.65,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.606337,-74.14513
31419,Trintellix,1350.0,18293.46,13.55,Vortioxetine Hydrobromide,0,0,N/A,1.0,31.986249,-81.20259
44130,Trintellix,3676.0,51513.95,14.01,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.378051,-81.77945
97208,Trintellix,2490.0,31860.36,12.8,Vortioxetine Hydrobromide,0,0,N/A,1.0,45.532165,-122.564824
37660,Trintellix,17718.0,245089.25,13.83,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.547133,-82.55408
20735,Trintellix,322.0,4714.81,14.64,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.753264,-76.89913
76902,Trintellix,898.0,11911.12,13.26,Vortioxetine Hydrobromide,0,0,N/A,1.0,31.39577,-100.68959
33542,Trintellix,3270.0,51399.22,15.72,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.238489,-82.181913
63080,Trintellix,2337.0,31338.35,13.41,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.200244,-91.14089
77802,Trintellix,3032.0,46870.93,15.46,Vortioxetine Hydrobromide,0,0,N/A,1.0,30.655348,-96.34056
63156,Trintellix,1740.0,22808.63,13.11,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.6531,-90.243462
34202,Trintellix,900.0,11951.74,13.28,Vortioxetine Hydrobromide,0,0,N/A,1.0,27.434755,-82.40211
32751,Trintellix,1770.0,24848.58,14.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.628359,-81.35942
87701,Trintellix,4535.0,63350.31,13.97,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.594103,-105.08142
48313,Trintellix,8980.0,121886.45,13.57,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.598734,-82.99938
95661,Trintellix,3620.0,56905.64,15.72,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.731976,-121.2531
48108,Trintellix,6286.0,89114.03,14.18,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.232807,-83.72671
48603,Trintellix,25225.0,347830.73,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.441975,-84.01177
44131,Trintellix,7942.0,108536.59,13.67,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.391753,-81.65816
75069,Trintellix,6277.0,86125.78,13.72,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.195073,-96.60363
53215,Trintellix,5558.0,75865.64,13.65,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.999364,-87.94343
54220,Trintellix,380.0,5043.49,13.27,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.096194,-87.68919
92123,Trintellix,7939.0,111450.56,14.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.803799,-117.13595
90048,Trintellix,34352.0,480078.78,13.98,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.073759,-118.37376
48334,Trintellix,2970.0,39493.46,13.3,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.5065,-83.35363
49684,Trintellix,7733.0,106261.73,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.74136,-85.67316
04901,Trintellix,1830.0,25221.8,13.78,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.554965,-69.61297
17822,Trintellix,4530.0,59944.73,13.23,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.967437,-76.604896
92807,Trintellix,2620.0,46512.18,17.75,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.850515,-117.79113
10021,Trintellix,12349.0,176066.82,14.26,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.76842,-73.96045
20186,Trintellix,480.0,6370.19,13.27,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.707135,-77.8145
39564,Trintellix,1740.0,24007.04,13.8,Vortioxetine Hydrobromide,0,0,N/A,1.0,30.403286,-88.77565
34747,Trintellix,2010.0,28411.9,14.14,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.326187,-81.58897
76107,Trintellix,2130.0,29526.69,13.86,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.738481,-97.38424
71201,Trintellix,5985.0,81445.24,13.61,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.519393,-92.10755
71106,Trintellix,360.0,5131.59,14.25,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.426104,-93.74542
03104,Trintellix,420.0,5382.71,12.82,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.006033,-71.44716
56001,Trintellix,5597.0,78333.76,14.0,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.15644,-93.99388
94022,Trintellix,5694.0,79780.52,14.01,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.37714,-122.12412
55805,Trintellix,912.0,14058.88,15.42,Vortioxetine Hydrobromide,0,0,N/A,1.0,46.798339,-92.09568
14221,Trintellix,15953.0,211732.59,13.27,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.977456,-78.73356
44143,Trintellix,2370.0,32558.49,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.550318,-81.48175
98101,Trintellix,360.0,4945.85,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,47.61067,-122.33438
71953,Trintellix,1110.0,16037.48,14.45,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.588479,-94.21567
19063,Trintellix,2040.0,27834.79,13.64,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.916078,-75.40251
32405,Trintellix,11209.0,155632.93,13.88,Vortioxetine Hydrobromide,0,0,N/A,1.0,30.195424,-85.66458
30309,Trintellix,1590.0,21711.21,13.65,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.794055,-84.38525
10461,Trintellix,3912.0,52946.93,13.53,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.842917,-73.83819
55425,Trintellix,6737.0,98840.93,14.67,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.846765,-93.2449
76712,Trintellix,2610.0,38382.31,14.71,Vortioxetine Hydrobromide,0,0,N/A,1.0,31.514067,-97.23546
77070,Trintellix,4030.0,54786.74,13.59,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.978801,-95.57655
03766,Trintellix,1603.0,22181.99,13.84,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.642945,-72.24403
27710,Trintellix,2838.0,40847.12,14.39,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.051155,-78.857651
62269,Trintellix,1230.0,16782.03,13.64,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.589849,-89.91207
65804,Trintellix,17302.0,240158.96,13.88,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.161299,-93.2519
89074,Trintellix,930.0,12614.13,13.56,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.038181,-115.086999
03756,Trintellix,5455.0,77143.23,14.14,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.967542,-71.840883
43202,Trintellix,1080.0,19064.24,17.65,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.018814,-83.00894
10028,Trintellix,35341.0,490528.5,13.88,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.776777,-73.9541
37615,Trintellix,26479.0,367061.85,13.86,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.405338,-82.44593
60016,Trintellix,1042.0,14644.95,14.05,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.047178,-87.89058
37203,Trintellix,25652.0,345182.7,13.46,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.152607,-86.78927
32935,Trintellix,1200.0,15929.14,13.27,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.13926,-80.65077
34109,Trintellix,2900.0,44325.06,15.28,Vortioxetine Hydrobromide,0,0,N/A,1.0,26.240637,-81.76663
32114,Trintellix,3913.0,56525.44,14.45,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.204009,-81.03602
75601,Trintellix,3840.0,51623.34,13.44,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.505248,-94.73172
36535,Trintellix,330.0,4698.82,14.24,Vortioxetine Hydrobromide,0,0,N/A,1.0,30.396876,-87.69616
37874,Trintellix,360.0,5135.22,14.26,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.598659,-84.46613
03102,Trintellix,2555.0,36084.53,14.12,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.990684,-71.4868
48502,Trintellix,900.0,12410.28,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.014077,-83.69012
33458,Trintellix,3720.0,51781.02,13.92,Vortioxetine Hydrobromide,0,0,N/A,1.0,26.928035,-80.11803
60674,Trintellix,8919.0,124039.17,13.91,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.811929,-87.68732
33157,Trintellix,4040.0,55649.62,13.77,Vortioxetine Hydrobromide,0,0,N/A,1.0,25.606583,-80.34859
33136,Trintellix,1410.0,19605.45,13.9,Vortioxetine Hydrobromide,0,0,N/A,1.0,25.786326,-80.2029
30809,Trintellix,510.0,7153.71,14.03,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.551145,-82.13949
33126,Trintellix,6443.0,88551.74,13.74,Vortioxetine Hydrobromide,0,0,N/A,1.0,25.777977,-80.29718
18017,Trintellix,570.0,7430.15,13.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.645665,-75.36926
27607,Trintellix,2220.0,30183.39,13.6,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.807458,-78.70086
20603,Trintellix,1700.0,22484.54,13.23,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.631542,-76.95723
02445,Trintellix,2582.0,36013.82,13.95,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.324397,-71.13933
49048,Trintellix,390.0,4964.7,12.73,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.292335,-85.525359
44102,Trintellix,510.0,6834.12,13.4,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.473451,-81.7358
32159,Trintellix,3090.0,39971.56,12.94,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.930573,-81.938060000000007
90027,Trintellix,11224.0,161086.93,14.35,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.111208,-118.28842
54702,Trintellix,974.0,13146.34,13.5,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.726626,-91.285931
73109,Trintellix,2370.0,35751.49,15.09,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.43366,-97.52496
78229,Trintellix,11298.0,158884.82,14.06,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.499454,-98.57166
92506,Trintellix,6090.0,82281.61,13.51,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.943615,-117.37239
78212,Trintellix,1812.0,25337.19,13.98,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.460381,-98.49649
74136,Trintellix,14141.0,193465.3,13.68,Vortioxetine Hydrobromide,0,0,N/A,1.0,36.059495,-95.93922
02118,Trintellix,1084.0,14485.06,13.36,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.338724,-71.07276
11557,Trintellix,2310.0,28603.42,12.38,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.639534,-73.69253
35235,Trintellix,5425.0,83568.52,15.4,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.609779,-86.65507
32955,Trintellix,870.0,11691.9,13.44,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.308581,-80.72558
75235,Trintellix,1597.0,22467.94,14.07,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.828128,-96.84612
99204,Trintellix,1158.0,15624.84,13.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,47.648941,-117.43174
29202,Trintellix,3960.0,53959.33,13.63,Vortioxetine Hydrobromide,0,0,N/A,1.0,34.022921,-81.02886
77030,Trintellix,4907.0,66604.41,13.57,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.704584,-95.40466
46250,Trintellix,37984.0,522980.86,13.77,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.905689,-86.06733
19713,Trintellix,3498.0,47781.84,13.66,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.669211,-75.71796
55435,Trintellix,4572.0,62286.19,13.62,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.875614,-93.33487
11042,Trintellix,4200.0,56678.61,13.49,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.760128,-73.69379
06708,Trintellix,2340.0,32273.59,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.551601,-73.06262
43623,Trintellix,12755.0,188813.05,14.8,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.707649,-83.64363
98225,Trintellix,420.0,5905.68,14.06,Vortioxetine Hydrobromide,0,0,N/A,1.0,48.747578,-122.48508
25401,Trintellix,360.0,4740.6,13.17,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.463781,-77.95767
34474,Trintellix,2280.0,30613.42,13.43,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.166186,-82.17027
90051,Trintellix,2110.0,29464.26,13.96,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.786594,-118.298662
64506,Trintellix,4322.0,66605.87,15.41,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.787394,-94.80941
35233,Trintellix,1843.0,25416.56,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,33.509623,-86.7997
66215,Trintellix,1560.0,20835.12,13.36,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.961006,-94.74145
97477,Trintellix,2262.0,33727.44,14.91,Vortioxetine Hydrobromide,0,0,N/A,1.0,44.061057,-123.01769
21202,Trintellix,2970.0,39207.39,13.2,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.296507,-76.60693
13421,Trintellix,360.0,4964.28,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,43.079635,-75.64678
19422,Trintellix,570.0,7643.08,13.41,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.157526,-75.27816
19010,Trintellix,2140.0,29463.07,13.77,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.02371,-75.32764
94401,Trintellix,330.0,4577.54,13.87,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.570385,-122.32044
40475,Trintellix,4140.0,57486.16,13.89,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.745999,-84.28433
12110,Trintellix,3682.0,50022.9,13.59,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.74964,-73.76802
85364,Trintellix,2120.0,28825.28,13.6,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.704499,-114.64644
41502,Trintellix,2280.0,31908.76,14.0,Vortioxetine Hydrobromide,0,0,N/A,1.0,37.481637,-82.550507
08755,Trintellix,8627.0,117482.56,13.62,Vortioxetine Hydrobromide,0,0,N/A,1.0,40.010092,-74.23032
28561,Trintellix,701.0,10546.24,15.04,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.103736,-77.07585
45263,Trintellix,31646.0,436525.86,13.79,Vortioxetine Hydrobromide,0,0,N/A,1.0,39.166759,-84.53822
28078,Trintellix,2914.0,39091.91,13.42,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.409544,-80.86362
02284,Trintellix,2159.0,29890.23,13.84,Vortioxetine Hydrobromide,0,0,N/A,1.0,42.338947,-70.919635
28803,Trintellix,3855.0,55304.04,14.35,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.54179,-82.52307
70072,Trintellix,2705.0,38094.71,14.08,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.869283,-90.10933
92103,Trintellix,6318.0,86346.25,13.67,Vortioxetine Hydrobromide,0,0,N/A,1.0,32.746018,-117.16715
21401,Trintellix,1440.0,20153.39,14.0,Vortioxetine Hydrobromide,0,0,N/A,1.0,38.997511,-76.49803
37404,Trintellix,390.0,5123.17,13.14,Vortioxetine Hydrobromide,0,0,N/A,1.0,35.030474,-85.2749
46825,Trintellix,510.0,7151.32,14.02,Vortioxetine Hydrobromide,0,0,N/A,1.0,41.150677,-85.12181
77555,Trintellix,630.0,8593.61,13.64,Vortioxetine Hydrobromide,0,0,N/A,1.0,29.330501,-94.800238
33614,Trintellix,5913.0,81398.77,13.77,Vortioxetine Hydrobromide,0,0,N/A,1.0,28.006247,-82.50632
